 3451.7023 Th I 
 3452.6820 Th II 
 3454.0952 Ar II
 3457.0691 Th I 
 3462.8505 Th II 
 3464.1272 Ar II
 3465.0626 Th I 
 3465.7650 Th II 
 3468.2198 Th II 
 3469.3454 Th I 
 3469.9208 Th II 
 3471.2186 Th I 
 3471.9593 Th I 
 3476.7474 Ar II
 3478.2324 Ar II
 3479.1725 Th II 
 3480.5055 Ar II
 3482.7613 Th II 
 3486.5512 Th I 
 3489.5076 Th I 
 3491.5360 Ar II 
 3493.5185 Th II 
 3495.6998 Th I 
 3496.8107 Th I 
 3498.0098 Th II 
 3498.6210 Th I 
 3501.8666 Th I 
 3505.4946
 3509.7785 Ar II
 3511.1574 Th I 
 3514.3877 Ar II
 3518.4040 Th I 
 3519.9936 Ar II
 3521.9139
 3523.5061 Th I 
 3526.6342 Th I 
 3528.4116 Th I 
 3528.9544 Th II 
 3529.3859 Th I 
 3530.5148 Th I 
 3531.4505 Th I 
 3533.1826 Th I 
 3535.3196 Ar II
 3536.0108 Th I 
 3539.5872 Th II 
 3542.4979 Th I 
 3544.0179 Th I 
 3547.3376 Th I 
 3548.5144 Ar II
 3549.5959 Th I 
 3551.4019 Th I
 3554.3058
 3555.0135
 3556.9041 Ar II
 3559.5081 Ar II
 3561.0304 Ar II
 3561.7809 Th I
 3565.0298 Ar II
 3569.8204 Th I
 3572.3923 Th II 
 3576.6156 Ar II
 3581.6084 Ar II
 3582.3546 Ar II
 3583.1022 Th I 
 3584.1756 Th I 
 3588.4407 Ar II
 3591.4524 Th I 
 3592.7794 Th I 
 3598.1199 Th I
 3601.0344 Th II
 3604.6819 Th
 3606.5218 Ar I
 3608.3770 Th
 3609.4452 Th II
 3612.4275 Th I
 3612.8666 Th I
 3615.1327 Th II
 3615.8503 Th I
 3618.3633 Th I
 3619.2119 Th I
 3622.7954 Th I
 3632.8303 Th I
 3634.5822 Th I 
 3635.9433 Th
 3642.2490 Th I 
 3643.5123 Th I
 3649.2496 Th II
 3649.7349 Th I
 3652.1683 Th II
 3654.4618 Th I 
 3656.6938 Th I
 3658.8087 Th I
 3659.6294 Th I
 3660.4370 Ar II
 3661.6214 Th I
 3663.2025 Th I
 3666.9811 Th I
 3668.1398 Th
 3671.5398 Th I
 3672.3003 Th I
 3672.5218 Th I  
 3673.7935
 3674.8910 Th I 
 3675.1372 Th I
 3675.5675 Th II
 3675.7893 Th I
 3675.9592 Th I
 3676.1424 Th 
 3678.2701 Ar II
 3678.4804 Th I
 3679.1343 Th     
 3679.5444 Th I
 3679.7105 Th II  
 3680.0609 Ar II  
 3680.4477 Th I
 3680.6053 Th I   
 3681.8836 Th II
 3682.4863 Th I
 3684.9329 Th I
 3687.6700 Th II 
 3687.9841 Th I
 3688.7604 Th II
 3690.6238 Th I
 3691.4117 Th I  
 3691.6141 Th I  
 3692.5664 Th I
 3694.1785 Th 
 3695.2889 Th I
 3695.9737 Th II  
 3697.0308 Th II
 3697.7436 Th I
 3698.1061 Th I
 3699.8808 Th I
 3700.9872 Th I
 3703.2299 Th I
 3703.7743 Th I  
 3704.8616 Th I
 3706.7672 Th I
 3711.3041 Th II
 3711.6229 Th I   
 3715.5606 Th 
 3715.8615 Th I
 3716.5836 Th 
 3717.1713 Ar II
 3717.8293 Th II
 3718.2065 Ar II
 3719.4347 Th I
 3719.8362 Th I
 3720.3073 Th II
 3721.2152 Th I
 3721.8254 Th II
 3723.6561 Th II
 3725.3932 Th
 3726.7246 Th II
 3727.6120 Th I 
 3727.9027 Th I
 3729.3087 Ar II
 3730.3683 Th I
 3730.7485 Th II
 3732.9854 Th I
 3733.6724 Th I
 3737.5125 Th I
 3737.8890 Ar II 
 3740.8551 Th II
 3741.1830 Th II 
 3742.9234 Th I
 3743.5083 Th   
 3744.7367 Th II
 3745.6591 Th
 3745.9706 Th I
 3747.5390 Th II 
 3748.2838 Th II
 3749.0843 Th I
 3750.4939 Th 
 3751.0219 Th I
 3752.5700   
 3753.2421 Th I 
 3753.5177 Ar II  
 3754.0308 Th I
 3754.5930 Th II 
 3755.2121 Th I
 3756.2941 Th I
 3757.6941 Th I
 3758.4671 Th I
 3758.7063 Th I
 3763.5053 Ar II
 3765.2700 Ar II 
 3766.1186 Ar II
 3766.4473 Th I    
 3767.9007 Th
 3770.0560 Th I 
 3770.5200 Ar II 
 3771.3708 Th I
 3772.6498 Th I
 3773.7574 Th II
 3776.2711 Th I
 3777.4167 Th I 
 3781.3189 Th I
 3783.0127 Th II  
 3783.2964 Th II
 3784.5749 Th
 3784.7942 Th I   
 3785.2804 Th    
 3785.6002 Th II
 3786.3824 Ar II
 3786.8830 Th 
 3789.1680 Th
 3790.3560 Th
 3790.7950 Th
 3792.3740 Th
 3792.7300 Th 
 3794.1510 Th
 3795.3800 Th
 3798.1030 Th
 3799.3820 Ar II 
 3800.1980 Th
 3801.4430 Th
 3803.0750 Th I 
 3803.9840 Th
 3805.8200 Th 
 3807.8740 Th  
 3808.1290 Th
 3809.4561 Ar II
 3809.8350 Th 
 3813.0680
 3816.1666 Th
 3818.6860 
 3820.7926 Th I
 3821.4308 Th II
 3822.1485 Th II
 3822.8619 Th    
 3823.0676 Th I
 3823.4577 Th I   
 3825.1331 Th I
 3825.6729 Ar II
 3826.3688 Th I   
 3826.8072 Ar II
 3828.3846 Th I
 3830.0606 Th I
 3830.7736 Th I
 3831.6398 Th I 
 3833.0860 Th 
 3834.6787 Ar I
 3835.7111 Th I  
 3836.5851 Th I
 3837.8752 Th I
 3839.6953 Th I
 3840.8004 Th I
 3841.5187 Ar II  
 3841.9601 Th II
 3842.8968 Th I
 3844.7311 Ar II
 3845.4055 Ar II
 3846.8876 Th I
 3850.5813 Ar II
 3852.1353 Th I
 3854.5108 Th II
 3856.3544 Th I   
 3859.8396 Th II
 3861.3524 Th I   
 3862.0522 Th 
 3862.4218 Th I   
 3863.4059 Th II
 3866.9092 Th I
 3867.5786 Th II  
 3868.2547 Th I   
 3868.5284 Ar II
 3869.6633 Th I
 3871.6174 Th
 3872.1371 Ar II
 3872.7222
 3873.1479 Th I
 3873.4740 Th I 
 3873.8224 Th I
 3874.2438 Th I
 3874.8619 Th I
 3875.3731 Th I
 3875.6462 Th I  
 3877.4630
 3878.6620 Th I
 3879.2688 Th I   
 3879.4454 Th I
 3879.6441 Th I
 3880.1948 Th I   
 3880.3332 Ar II
 3881.4980 Th II
 3882.1430 Th II
 3884.5245 Th II
 3884.8225 Th
 3885.2254  
 3885.7681 Th II
 3886.9159 Th I
 3889.9059 Th I
 3891.4017 Ar II
 3891.7260 Th I
 3891.9792 Ar II
 3893.6519 Th I
 3894.6600 Ar I
 3895.4192 Th I
 3898.4374 Th I
 3898.7967 Th 
 3899.0310 Th 
 3900.5767 Th I
 3900.8785 Th II
 3901.6621 Th I
 3903.1024 Th I
 3903.4812 Th I   
 3904.0828 Th II
 3905.1865 Th II
 3907.1603 Th I   
 3907.5432 Th I   
 3908.7491 Th I   
 3908.9797 Th I   
 3909.1390 Th I
 3910.7734 Th I  
 3911.5760 Ar II
 3911.9091 Th I
 3913.6450 Th I
 3914.1623 Th  
 3915.2953 Th I 
 3915.8489 Th I
 3916.4176 Th I
 3917.2693 Th I
 3918.0701 Th
 3918.5115 Th
 3919.0234 Th I
 3921.7799  
 3922.2191  
 3923.7995
 3924.4034 Th
 3925.0934 Th I
 3925.7188 Ar II
 3926.0456 Ar II
 3927.8062 Th I
 3928.6233 Ar II
 3929.2904 Th I
 3929.6693 Th II
 3930.3303 Th 
 3931.2566 Th II
 3932.2264 Th II
 3932.9113 Th I
 3933.2375 Th I
 3933.6611 Th
 3934.2742 Th
 3936.3532 Th
 3936.6718  
 3937.0406 Th II
 3937.9237 Th II
 3938.6144
 3942.0732 Th I
 3944.2534 Th I
 3945.5072 Th II
 3945.8201 Th II
 3946.1455 Th II
 3947.3308 Th I
 3947.5046 Ar I  
 3948.0305 Th I
 3948.9789 Ar I
 3950.3951 Th I
 3950.8050 Th I
 3951.5149 Th II
 3952.7608 Th I
 3955.1699 Th I
 3955.8903 Th I
 3956.6908 Th II
 3959.3000 Th I
 3960.2692
 3962.4196 Th I
 3963.4688 Th II
 3964.0302 Th I
 3964.7257 Th    
 3966.9647 Th
 3967.3921 Th I
 3968.4673 Th
 3969.0026 Th II
 3969.6641 Th I
 3972.1545 Th
 3972.6395 Th I
 3973.1961 Th I
 3974.4766 Ar II
 3974.7590 Ar II
 3975.4674 Th I
 3976.4149 Th II
 3979.0433 Th II
 3979.3559 Ar II
 3980.0896 Th
 3980.7550 Th II
 3981.1065 Th II
 3981.8281 Th I   
 3982.1020 Th II 
 3982.8956 Th I
 3984.8795 Th I
 3986.0739 Th
 3987.2061 Th I
 3988.5997 Th II
 3988.8456 Th II
 3990.4922 Th I
 3991.7309 Th I
 3992.0535 Ar II
 3992.2726 Th II
 3993.2989 Th 
 3994.5494 Th II
 3994.7918 Ar II
 3996.0617 Th II
 3996.6687 Th I
 3997.8654 Th II
 3998.4038 Th 
 3998.7334 Th I
 3998.9526 Th I
 4000.2811 Th I
 4001.0581 Th I
 4001.8935 Th I
 4003.1057 Th II
 4003.3086 Th II
 4003.5740 Th I
 4005.0928 Th I
 4005.3628 Ar II
 4005.9615 Th I  
 4006.3806 Th II
 4007.0188 Th II
 4008.2102 Th I
 4009.0112 Th I
 4011.5916 Th I  
 4011.7398 Th I  
 4012.4952 Th I
 4013.8566 Ar II
 4014.5143 Th II
 4014.7164 Th I
 4018.0990 Th I
 4019.1289 Th II
 4020.3541 Th I
 4021.1498 Th I  
 4021.7506 Th I  
 4022.0674 Th I
 4023.3378 Th I
 4024.8025 Th I
 4025.6556 Th II
 4027.0091 Th I
 4029.8256 Th I
 4030.2925 Th
 4030.8424 Th I
 4034.2461
 4034.9218 Th II
 4035.4600 Ar II 
 4036.0479 Th I
 4036.5652 Th II   
 4037.5614 Th I    
 4038.2287 Th I    
 4038.8043 Ar II
 4039.8648 Th I
 4040.9155  
 4041.2036 Th II
 4042.8937 Ar II
 4043.1302 Th II  
 4043.3948 Th I
 4044.4179 Ar I
 4044.9269 Th I
 4045.2268 Th I   
 4045.9654 Ar I
 4047.4815 Ar II
 4048.2876 Th I
 4049.5361 Th I
 4049.9447 Th I
 4050.8872 Th
 4051.4991 Th I
 4052.9208 Ar II
 4053.5277 Th I
 4054.3017 Th I
 4054.5258 Ar I
 4057.9412 Th I
 4059.2529 Th I
 4063.4071 Th I
 4064.3315 Th I
 4065.6187
 4067.4507 Th I
 4069.2014 Th II
 4069.2833
 4069.4612 Th I  
 4070.2383 Th I
 4071.7513 Th I
 4071.9967
 4072.3849 Ar II
 4072.6284 Th
 4073.8563 Th I
 4074.6420 Th II
 4075.5030 Th I
 4075.9070 Th I  
 4076.6284 Ar II
 4076.9432 Ar II
 4078.3015 Th I
 4078.8751 Th
 4079.5738 Ar II
 4080.3580 Th I
 4080.7058 Th I
 4081.3678 Th I
 4081.5914 Th I
 4082.0817 Th
 4082.3872 Ar II
 4083.4688 Th I
 4084.6192 Th
 4085.0421 Th II
 4085.2564 Th I
 4085.4341 Th I
 4086.5205 Th II
 4087.2848 Th I
 4088.7264 Th I
 4089.1379 Th I
 4091.3476 Th I
 4093.3921 Th II 
 4093.6713 Th I
 4094.7470 Th II
 4096.0759 Th I
 4097.7478 Th I
 4098.7316 Th I
 4098.9327 Th II
 4100.3414 Th I
 4102.6177 Th I
 4103.9121 Ar II
 4104.3821 Th II  
 4104.8385 Th    
 4105.9150 Th II
 4107.0506 Th    
 4107.8614 Th I
 4108.4198 Th II
 4109.3234 Th I
 4110.8260 Th I
 4112.7545 Th I
 4115.7589 Th I
 4116.7137 Th II
 4118.4893 Th I
 4124.0403 Th I
 4127.4120 Th
 4128.0499 Th I
 4128.6400 Ar II
 4129.5116 Th
 4131.0021 Th I
 4131.7235 Ar II
 4132.7533 Th II
 4134.0681 Th I
 4134.3235 Th I
 4135.4800 Th I
 4138.0406 Th I
 4140.2350 Th II
 4140.3855 Th II
 4141.6321  
 4142.4741 Th II
 4142.7010 Th II
 4143.6491 Th I
 4147.5396 Th I
 4148.1816 Th II
 4148.7269
 4151.1453 Th I
 4154.7205 Th I
 4156.5166 Th II
 4158.5905 Ar I
 4159.6599 Th II
 4161.7389 Th I
 4162.5090 Th I
 4163.6469 Th II  
 4163.9479 Th I
 4164.1795 Ar I
 4164.2550
 4165.7661 Th I
 4168.0464
 4168.6341 Th II
 4170.5333 Th I
 4171.3410 Th
 4172.6257 Th
 4173.4475
 4174.4396 Th
 4178.0597 Th II
 4178.3658 Ar II
 4178.8481 Th I
 4179.9601 Th II
 4181.8836 Ar I
 4182.9342 Th I
 4184.1376 Th I
 4185.1447 Th I
 4187.1410 Th I
 4190.7129 Ar I
 4191.0294 Ar I  
 4192.3620 Th I
 4193.0164 Th I
 4194.9318
 4198.3170 Ar I
 4200.6745 Ar I
 4207.6122
 4208.4108 Th I
 4208.8907 Th II
 4209.1964
 4210.9232 Th I
 4213.0673 Th I
 4213.3779 Th     
 4214.8285 Th I
 4215.6272 Th I    
 4216.0698 Th I
 4216.3722 Th I    
 4217.4308 Ar II  
 4218.6649 Ar II
 4220.0651 Th I
 4220.7323 Th I    
 4221.1530  
 4221.6921   
 4222.6373 Ar II
 4223.4403 Th I   
 4224.2413 Th II  
 4224.6151   
 4226.2994 Th I
 4226.7267 Th II
 4226.9876 Ar II   
 4227.3872 Th I
 4228.1580 Ar II 
 4228.4166   
 4229.1477 Th I
 4229.4545
 4229.8644 Th I
 4230.4267 Th I
 4230.8242 Th I
 4233.2873 Th II
 4235.4636 Th I
 4236.0471 Th      
 4237.2198 Ar II
 4239.7873 Th      
 4240.5947 Th II
 4241.0948 Th I
 4241.9725 Th      
 4242.7197 Th II   
 4243.0195 Th      
 4243.2611 Th I
 4243.9241 Th II  
 4247.5988 Th II  
 4247.9886 Th II   
 4248.3908 Th I
 4249.4761 Th I
 4249.6791 Th II   
 4250.3146 Th I
 4250.7749 Th I    
 4251.1846 Ar I
 4253.5385 Th I
 4253.8674 Th II   
 4255.2373 Th
 4256.2537 Th I
 4257.4963 Th I
 4257.8982 Th    
 4258.5204 Th I
 4259.3619 Ar I
 4260.3330 Th I  
 4260.9845 Th I    
 4261.2754 Th II   
 4261.4920 Th I   
 4261.9665 Th     
 4262.6124 Th     
 4263.3561 Th II
 4264.1064 Th II   
 4264.3399 Th I
 4266.2864 Ar I   
 4266.5271 Ar II   
 4267.5191 Th II
 4269.0639 Th I
 4269.9426 Th I
 4272.1689 Ar I
 4272.8745 Th I
 4273.3574 Th II
 4274.0246 Th II  
 4275.1596 Ar II
 4276.8073 Th II   
 4277.3139 Th II
 4277.5282 Ar II
 4278.3232 Th I
 4279.0627 Th I    
 4280.5680 Th I   
 4281.0678 Th II
 4281.4145 Th II   
 4282.0413 Th II
 4282.8976   
 4283.5184 Th II
 4284.9749 Th II   
 4285.1823 Th II   
 4286.2285 Th I
 4287.0808 Th I    
 4288.6688 Th I
 4289.6551 Th I
 4290.3937 Th I 
 4291.8098 Th I
 4292.3057 Th I 
 4293.7698 Th   
 4294.7193 Th I
 4295.5849 Th I
 4295.8155 Th I 
 4297.3066 Th I
 4299.8393 Th I
 4300.1008 Ar I    
 4300.6495 Ar II
 4302.5261 Th
 4303.9892 Th I
 4304.9565 Th I
 4306.3668 Th I   
 4307.1762 Th I
 4308.1220 Th I
 4308.6001 Th I  
 4309.2392 Ar II
 4311.7994 Th I  
 4312.9975 Th I
 4313.3084 Th II  
 4313.6025 Th I   
 4314.3195 Th I
 4315.2543 Th I
 4315.9484 Th II  
 4316.1094 Th I   
 4316.3726 Th I   
 4317.8400 Th I
 4318.4157 Th II
 4319.0973 Th II 
 4320.1264 Th II
 4325.2741 Th I
 4325.8599 Th I
 4327.7145 Th I
 4328.6879 Th II 
 4328.9154 Th I
 4330.4120 Th I
 4330.8438 Th I   
 4331.1995 Ar II
 4332.0297 Ar II
 4332.3395 Th I    
 4333.5612 Ar I
 4333.9369 Th II   
 4335.3379 Ar I
 4337.0708 Ar II
 4337.2774 Th I
 4338.1078 Th I
 4339.8716 Th I    
 4340.8954 Th I
 4342.4442 Th I
 4343.3817 Th I    
 4343.6035 Th II   
 4343.9515 Th II
 4344.3265 Th II
 4345.1680 Ar I
 4346.4367 Th I
 4347.6385 Th I    
 4348.0640 Ar II  
 4348.5982 Th I
 4349.0722 Th I
 4350.2717 Th I   
 4351.2719 Th I    
 4352.2049 Ar II
 4352.6122 Th I
 4352.8201 Th II   
 4353.4487 Th I
 4354.4824 Th I   
 4355.3205 Th II   
 4355.5259 Th      
 4356.0445 Th I    
 4357.6132 Th II  
 4358.3200 Th I
 4359.3719 Th I
 4360.1672 Th I    
 4360.7178 Th I    
 4361.3071 Th II   
 4362.0662 Ar II
 4362.4721 Th I    
 4363.7945 Ar I    
 4364.0401 Th I    
 4365.9301 Th I
 4366.9657 Th      
 4367.4180 Th I
 4367.8316 Ar II
 4369.8756 Th I
 4370.7532 Ar II
 4371.3290 Ar II
 4372.4900 Ar II
 4374.1239 Th I
 4374.7851 Th II
 4375.9542 Ar II
 4376.5309 Th 
 4378.1768 Th I
 4379.6668 Ar II
 4380.2863 Th I
 4381.4018 Th II
 4381.8601 Th II
 4385.0566 Ar II
 4385.7535 Th I    
 4388.1014 Th I    
 4388.9680 Th     
 4391.1105 Th II
 4391.3893 Th I    
 4392.9740 Th I  
 4393.7590 Th I   
 4396.1394 Th I    
 4396.4783 Th II
 4397.0097 Th I    
 4397.9149 Th II
 4399.4060 Th I
 4400.0968 Ar II
 4400.3863 Th II   
 4400.9863 Ar II
 4401.5810
 4402.2452 Th I 
 4402.6001 Th I 
 4402.9271 Th I
 4408.8828 Th I
 4409.8991 Th I    
 4413.3745 Th II   
 4413.6324 Th I    
 4414.4863 Th I
 4414.7670 Th I   
 4416.2370 Th II  
 4416.8447 Th I
 4418.4157 Th     
 4419.7692 Th I    
 4420.2571 Th I    
 4421.5439 Th I    
 4422.0479 Th I
 4423.7202 Th I
 4424.8373 Th I
 4426.0011 Ar II
 4428.5536 Th I   
 4429.6348 Th I   
 4429.8227 Th I   
 4430.1890 Ar II 
 4430.9963 Ar II
 4432.2523 Th I
 4432.9628 Th II
 4433.4907 Th I   
 4433.8380 Ar II
 4434.8266 Th II  
 4434.9564 Th
 4435.6787 Th
 4436.0484 Th II
 4436.2844 Th II
 4436.9961 Th
 4438.7464 Th I
 4439.1237 Th II
 4439.4614 Ar II
 4439.8793 Ar II
 4440.5737 Th II
 4440.8659 Th II
 4441.6084 Th I
 4443.0863 Th II
 4443.6657 Th I
 4445.0338 Th I
 4445.9012 Th I
 4447.2296 Th I
 4447.8346 Th II
 4448.8792 Ar II
 4449.5206 Ar II
 4450.8040 Th I
 4452.5655 Th I
 4454.1392 Th I
 4454.7738 Th
 4456.7080 Th II  
 4457.2362 Th I    
 4458.0015 Th I
 4458.7384 Th I    
 4459.5477 Th     
 4460.5574 Ar II   
 4461.5278 Th I
 4463.6660 Th I
 4463.8346 Th I
 4464.1386 Th I
 4465.3406 Th II
 4465.9751 Th I
 4468.3208 Th I 
 4469.1891 Th I 
 4469.5253 Th I
 4470.9906 Th I
 4474.7594 Ar II
 4475.2214 Th I
 4478.4032 Th I  
 4478.5958 Th I    
 4479.6376 Th I
 4480.2661 Th I    
 4480.5453 Th I    
 4481.8107 Ar II
 4483.3468 Th I
 4486.8973 Th I
 4487.4955 Th II
 4488.3123 Th I    
 4488.6803
 4489.6645 Th I
 4490.6715 Th     
 4490.9816 Ar II
 4492.1007 Th I    
 4493.3337 Th I
 4494.6907 Th I    
 4494.9616 Th II   
 4495.2378 Th II   
 4496.3155 Th II   
 4496.6381 Th     
 4497.9144 Th I
 4498.5384 Ar II   
 4498.9401 Th I
 4499.7037 Th I
 4499.9832 Th I
 4500.5769 Th
 4502.9268 Ar II
 4504.6306 Th I
 4505.2167 Th I
 4506.4730 Th I
 4507.8339 Ar II
 4510.5259 Th II
 4510.7332 Ar I
 4512.4832 Th II
 4513.2231 Th I
 4513.6799 Th I
 4514.0573 Th I   
 4514.5503 Th I   
 4515.1182 Th I
 4515.6274 Th I   
 4517.0352 Th     
 4519.2592 Th I
 4521.1939 Th I
 4521.7407 Th     
 4522.3230 Ar I 
 4522.7839 Th II  
 4524.1289 Th I
 4524.8379 Th II
 4525.4456   
 4526.0286 Th II
 4527.7086 Th II
 4528.0208 Th   
 4528.4097   
 4528.9740 Th II
 4530.3191 Th I  
 4530.5523 Ar II
 4531.7134 Th II 
 4532.2577 Th II
 4533.0770 Th I
 4533.3042 Th II
 4534.1198 Th II
 4534.4025 Th I  
 4535.2546 Th I
 4535.4903 Ar II
 4535.9798 Th I  
 4537.6426 Ar II 
 4540.9990 Th I
 4542.0513 Th I  
 4543.4153 Th I  
 4543.8692 Ar II 
 4544.5142 Th II
 4545.0519 Ar II
 4545.9156 Th
 4546.6757 Th I  
 4547.2498 Th I
 4547.7589 Ar II
 4548.3261 Th I  
 4551.4736 Th I
 4552.1536 Th I
 4553.8376 Th II   
 4555.8127 Th I
 4556.3872 Th     
 4558.3458 Th I
 4559.0571 Th I    
 4559.3120 Th I   
 4561.3477 Th I
 4562.0803 Th I   
 4562.4756 Th I   
 4563.6609
 4564.4054 Ar II
 4564.8354 Th I
 4567.2403 Th I
 4568.1426 Th I
 4568.5235 Th I    
 4570.9722 Th I
 4571.2195 Th I
 4571.5312 Th     
 4573.7038 Th II   
 4574.0279 Th I    
 4574.3058 Th I    
 4575.2338 Th II   
 4575.4259 Th II   
 4576.7405 Th I    
 4577.5822 Th I    
 4579.3495 Ar II
 4579.8272 Th I
 4581.1732 Th
 4584.3671 
 4588.4261 Th I
 4589.1222 Th II 
 4589.2668 Th   
 4589.8978 Ar II
 4592.6660 Th I   
 4592.9675   
 4593.6437 Th I
 4595.4206 Th I
 4596.0967 Ar I
 4596.3078 Th I    
 4598.7627 Ar II
 4599.7046 Th I
 4600.8717 Th I    
 4602.8862 Th II   
 4603.1446 Th I
 4604.6529   
 4605.8237   
 4606.5021 Th II
 4607.3780 Th I
 4607.9347 Th I
 4608.6201 Th I
 4609.5673 Ar II
 4610.0809 Th I    
 4610.6272 Th I
 4611.8597 Th II
 4612.5435 Th I  
 4613.6044 Th I
 4615.0240 Th I
 4615.3340 Th I  
 4615.8838   
 4616.4523 Th I
 4617.9065   
 4619.4794
 4620.2408 Th I
 4620.4476 Th I
 4621.1629 Th I
 4622.1209 Th 
 4623.1169 Th I
 4623.8911 Th II
 4624.1365 Th II
 4624.3140 Th I
 4624.6776 Th 
 4625.0538 Th II
 4625.2747 Th I
 4625.4938 Th I   
 4627.2980 Th I
 4628.2015 Th I
 4628.4409 Ar I
 4631.7617 Th II
 4633.7657 Th I
 4637.2328 Ar II
 4638.1259 Th I
 4638.6849 Th I
 4639.5188 Th I   
 4639.7036 Th II  
 4640.0462 Th II  
 4643.5566 Th I
 4644.7072 Th I
 4646.6861 Th I
 4647.2509 Th I
 4647.9564 Th I    
 4649.9777 Th I    
 4650.2343 Th I
 4651.5552 Th II
 4651.9895 Th II
 4654.0057 Th I    
 4655.2126 Th
 4656.1849   
 4656.5518 Th I   
 4657.9012 Ar II
 4659.5698 Th I
 4660.3941 Th 
 4662.5936 Th I
 4663.2026 Th I
 4664.9704 Th I
 4666.0050 Th II
 4666.5158 Th I   
 4666.7985 Th I
 4668.1716 Th I
 4669.6658 Th I 
 4669.9842 Th I
 4672.4372 Th I 
 4673.6609 Th I
 4675.3760 Th I
 4676.0555 Th I
 4676.9721 Th I
 4678.2352 Th I    
 4680.2377 Th I
 4680.6460 Th II  
 4682.2319
 4682.7322 Th I  
 4683.3517 Th I
 4686.1946 Th I
 4686.5715 Th II 
 4690.3343 Th II 
 4690.6219 Th I
 4691.0516 Th II 
 4691.3452 Th I  
 4691.6354 Th I
 4691.8842 Th I  
 4694.0914 Th II
 4695.0381 Th I
 4695.4542 Th I  
 4698.2248 Th 
 4700.1402 Th II
 4700.7711 Th I
 4702.3161 Ar I
 4703.3581
 4703.9898 Th I
 4705.2986 Th II   
 4705.7606 Th II
 4706.2511 Th II
 4707.0450 Th    
 4708.2940 Th I
 4710.8238
 4712.0056 Th I    
 4712.4814 Th I
 4712.8408 Th I
 4714.6715 Th I    
 4715.4308 Th II   
 4717.3905 Th I    
 4719.4424 Th I    
 4719.9795 Th II   
 4720.4586 Th
 4720.7811 Th I
 4721.2765 Th I
 4721.5910 Ar II
 4722.0886 Th I
 4723.4382 Th I
 4723.7840 Th II  
 4724.7723
 4726.8683 Ar II
 4727.8491 Th I
 4728.1330 Th I   
 4729.1282 Th I
 4729.8795 Th II 
 4730.6593 Th I
 4730.8815 Th II   
 4732.0532 Ar II
 4734.0458 Th I
 4735.9058 Ar II
 4737.9172 Th I
 4739.6764 Th I
 4740.5292 Th II
 4740.9585 Th I
 4741.3039 Th I
 4742.1174 Th I  
 4742.5671 Th   
 4743.6870 Th II
 4745.3375 Th I
 4747.6176 Th I    
 4748.5911 Th II   
 4749.2002 Th I
 4749.9713 Th I
 4752.4141 Th II
 4757.2196 Ar II
 4761.1101 Th II
 4762.5242 Th II
 4764.3463 Th I
 4764.8646 Ar II
